CPT only copyright 2018 American Medical Association. All rights reserved.,,,,,
,,,,,
"""2018 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)""
",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17930,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
CARDIOVASCULAR,33010,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33010,OTHER,"6,344","$619,290.70","$480,735.06"
CARDIOVASCULAR,33475,OTHER,104,"$185,957.78","$142,523.40"
CARDIOVASCULAR,33475,TOTAL,149,"$198,514.49","$152,360.79"
CARDIOVASCULAR,33476,80S,N/A,$280.55,$219.95
CARDIOVASCULAR,33476,OTHER,N/A,"$3,494.49","$2,739.68"
CARDIOVASCULAR,33476,TOTAL,N/A,"$3,775.04","$2,959.63"
CARDIOVASCULAR,33477,80S,N/A,"$1,076.50",$837.71
CARDIOVASCULAR,33477,OTHER,85,"$98,559.11","$76,985.36"
CARDIOVASCULAR,33477,TOTAL,90,"$99,635.61","$77,823.07"
CARDIOVASCULAR,33478,80S,N/A,$466.51,$364.56
CARDIOVASCULAR,33478,OTHER,20,"$17,019.04","$13,323.40"
CARDIOVASCULAR,33478,TOTAL,24,"$17,485.55","$13,687.96"
CARDIOVASCULAR,33496,80S,11,"$2,071.76","$1,494.85"
CARDIOVASCULAR,33496,OTHER,33,"$50,796.27","$39,824.28"
CARDIOVASCULAR,33496,TOTAL,44,"$52,868.03","$41,319.13"
CARDIOVASCULAR,33500,80S,12,"$1,854.92","$1,314.88"
CARDIOVASCULAR,33500,OTHER,20,"$19,660.10","$15,519.04"
CARDIOVASCULAR,33500,TOTAL,32,"$21,515.02","$16,833.92"
CARDIOVASCULAR,33501,80S,N/A,"$1,244.65",$975.82
CARDIOVASCULAR,33501,OTHER,14,"$14,303.71","$11,204.88"
CARDIOVASCULAR,33501,TOTAL,23,"$15,548.36","$12,180.70"
CARDIOVASCULAR,33502,80S,18,"$1,611.48","$1,250.75"
CARDIOVASCULAR,33502,OTHER,46,"$32,219.61","$25,069.64"
CARDIOVASCULAR,33502,TOTAL,64,"$33,831.09","$26,320.39"
CARDIOVASCULAR,33503,80S,N/A,$229.14,$177.85
CARDIOVASCULAR,33503,OTHER,N/A,"$9,271.30","$7,257.70"
CARDIOVASCULAR,33503,TOTAL,N/A,"$9,500.44","$7,435.55"
CARDIOVASCULAR,33504,80S,N/A,$336.48,$263.81
CARDIOVASCULAR,33504,OTHER,N/A,"$3,838.87","$3,009.66"
CARDIOVASCULAR,33504,TOTAL,N/A,"$4,175.35","$3,273.47"
CARDIOVASCULAR,33505,80S,N/A,$612.65,$480.32
CARDIOVASCULAR,33505,OTHER,N/A,"$5,744.27","$4,503.51"
CARDIOVASCULAR,33505,TOTAL,N/A,"$6,356.92","$4,983.83"
CARDIOVASCULAR,33506,80S,N/A,$668.62,$521.53
CARDIOVASCULAR,33506,OTHER,N/A,"$6,108.10","$4,772.60"
CARDIOVASCULAR,33506,TOTAL,N/A,"$6,776.72","$5,294.13"
CARDIOVASCULAR,33507,80S,24,"$4,325.54","$3,390.14"
CARDIOVASCULAR,33507,OTHER,62,"$76,992.63","$60,212.08"
CARDIOVASCULAR,33507,TOTAL,86,"$81,318.17","$63,602.22"
CARDIOVASCULAR,33508,80S,"26,742","$62,911.44","$48,900.77"
CARDIOVASCULAR,33508,OTHER,"52,756","$880,553.45","$683,788.49"
CARDIOVASCULAR,33508,TOTAL,"79,498","$943,464.89","$732,689.26"
CARDIOVASCULAR,33510,80S,"1,887","$317,499.80","$247,487.35"
CARDIOVASCULAR,33510,OTHER,"3,197","$3,721,799.78","$2,895,755.23"
CARDIOVASCULAR,33510,TOTAL,"5,084","$4,039,299.58","$3,143,242.58"
CARDIOVASCULAR,33511,80S,"1,074","$245,617.34","$190,985.99"
CARDIOVASCULAR,33511,OTHER,"1,798","$2,909,733.63","$2,263,036.68"
CARDIOVASCULAR,33511,TOTAL,"2,872","$3,155,350.97","$2,454,022.67"
CARDIOVASCULAR,33512,80S,630,"$207,204.23","$160,996.61"
CARDIOVASCULAR,33512,OTHER,"1,037","$2,367,135.53","$1,845,793.67"
CARDIOVASCULAR,33512,TOTAL,"1,667","$2,574,339.76","$2,006,790.28"
CARDIOVASCULAR,33513,80S,186,"$65,055.66","$50,526.28"
CARDIOVASCULAR,33513,OTHER,324,"$793,567.57","$618,762.93"
CARDIOVASCULAR,33513,TOTAL,510,"$858,623.23","$669,289.21"
CARDIOVASCULAR,33514,80S,33,"$11,961.35","$9,371.56"
CARDIOVASCULAR,33514,OTHER,60,"$154,589.30","$118,809.33"
CARDIOVASCULAR,33514,TOTAL,93,"$166,550.65","$128,180.89"
CARDIOVASCULAR,33516,80S,N/A,$905.42,$709.86
CARDIOVASCULAR,33516,OTHER,N/A,"$25,204.99","$19,630.62"
CARDIOVASCULAR,33516,TOTAL,11,"$26,110.41","$20,340.48"
CARDIOVASCULAR,33517,80S,"8,365","$229,986.34","$179,040.75"
CARDIOVASCULAR,33517,OTHER,"13,824","$2,679,507.89","$2,080,272.23"
CARDIOVASCULAR,33517,TOTAL,"22,189","$2,909,494.23","$2,259,312.98"
CARDIOVASCULAR,33518,80S,"16,799","$1,012,856.09","$788,250.76"
CARDIOVASCULAR,33518,OTHER,"27,000","$11,474,427.87","$8,916,476.84"
CARDIOVASCULAR,33518,TOTAL,"43,799","$12,487,283.96","$9,704,727.60"
CARDIOVASCULAR,33519,80S,"9,635","$762,746.46","$593,065.09"
CARDIOVASCULAR,33519,OTHER,"15,501","$8,631,595.47","$6,697,678.91"
CARDIOVASCULAR,33519,TOTAL,"25,136","$9,394,341.93","$7,290,744.00"
CARDIOVASCULAR,33521,80S,"2,140","$202,694.78","$157,146.69"
CARDIOVASCULAR,33521,OTHER,"3,444","$2,284,463.89","$1,768,188.14"
CARDIOVASCULAR,33521,TOTAL,"5,584","$2,487,158.67","$1,925,334.83"
CARDIOVASCULAR,33522,80S,279,"$29,367.44","$22,812.95"
CARDIOVASCULAR,33522,OTHER,489,"$361,870.76","$280,501.01"
CARDIOVASCULAR,33522,TOTAL,768,"$391,238.20","$303,313.96"
CARDIOVASCULAR,33523,80S,45,"$5,419.04","$4,242.64"
CARDIOVASCULAR,33523,OTHER,77,"$64,622.99","$50,599.18"
CARDIOVASCULAR,33523,TOTAL,122,"$70,042.03","$54,841.82"
CARDIOVASCULAR,33530,80S,"2,709","$212,973.79","$166,329.03"
CARDIOVASCULAR,33530,OTHER,"4,919","$2,680,180.31","$2,087,075.15"
CARDIOVASCULAR,33530,TOTAL,"7,628","$2,893,154.10","$2,253,404.18"
CARDIOVASCULAR,33533,80S,"37,895","$9,491,005.89","$7,369,132.68"
CARDIOVASCULAR,33533,OTHER,"60,749","$107,052,895.53","$83,128,552.85"
CARDIOVASCULAR,33533,TOTAL,"98,644","$116,543,901.42","$90,497,685.53"
CARDIOVASCULAR,33534,80S,"2,698","$840,072.74","$650,785.13"
CARDIOVASCULAR,33534,OTHER,"4,691","$10,289,327.37","$7,978,886.37"
CARDIOVASCULAR,33534,TOTAL,"7,389","$11,129,400.11","$8,629,671.50"
CARDIOVASCULAR,33535,80S,563,"$201,113.97","$155,901.30"
CARDIOVASCULAR,33535,OTHER,905,"$2,281,660.35","$1,765,453.90"
CARDIOVASCULAR,33535,TOTAL,"1,468","$2,482,774.32","$1,921,355.20"
CARDIOVASCULAR,33536,80S,151,"$58,735.33","$46,028.83"
CARDIOVASCULAR,33536,OTHER,268,"$729,904.88","$565,139.83"
CARDIOVASCULAR,33536,TOTAL,419,"$788,640.21","$611,168.66"
CARDIOVASCULAR,33542,80S,79,"$29,185.23","$22,848.21"
CARDIOVASCULAR,33542,OTHER,129,"$318,621.22","$249,585.52"
CARDIOVASCULAR,33542,TOTAL,208,"$347,806.45","$272,433.73"
CARDIOVASCULAR,33545,80S,24,"$10,682.14","$8,238.04"
CARDIOVASCULAR,33545,OTHER,49,"$153,512.96","$120,404.10"
CARDIOVASCULAR,33545,TOTAL,73,"$164,195.10","$128,642.14"
CARDIOVASCULAR,33548,80S,36,"$16,222.83","$12,678.43"
CARDIOVASCULAR,33548,OTHER,73,"$218,879.93","$171,391.88"
CARDIOVASCULAR,33548,TOTAL,109,"$235,102.76","$184,070.31"
CARDIOVASCULAR,33572,80S,782,"$26,068.63","$20,326.73"
CARDIOVASCULAR,33572,OTHER,"1,470","$344,348.36","$266,817.18"
CARDIOVASCULAR,33572,TOTAL,"2,252","$370,416.99","$287,143.91"
CARDIOVASCULAR,33600,80S,N/A,$136.38,$106.92
CARDIOVASCULAR,33600,OTHER,N/A,"$6,788.10","$5,321.87"
CARDIOVASCULAR,33600,TOTAL,N/A,"$6,924.48","$5,428.79"
CARDIOVASCULAR,33602,80S,N/A,$580.88,$455.41
CARDIOVASCULAR,33602,OTHER,14,"$11,538.37","$9,045.47"
CARDIOVASCULAR,33602,TOTAL,17,"$12,119.25","$9,500.88"
CARDIOVASCULAR,33606,80S,N/A,$141.99,$111.32
CARDIOVASCULAR,33606,OTHER,N/A,"$2,663.82","$2,074.51"
CARDIOVASCULAR,33606,TOTAL,N/A,"$2,805.81","$2,185.83"
CARDIOVASCULAR,33608,80S,N/A,"$1,396.63","$1,091.14"
CARDIOVASCULAR,33608,OTHER,12,"$16,553.39","$12,934.06"
CARDIOVASCULAR,33608,TOTAL,19,"$17,950.02","$14,025.20"
CARDIOVASCULAR,33610,80S,N/A,$123.29,$96.66
CARDIOVASCULAR,33610,OTHER,N/A,"$1,858.00","$1,456.68"
CARDIOVASCULAR,33610,TOTAL,N/A,"$1,981.29","$1,553.34"
CARDIOVASCULAR,33611,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33611,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33612,80S,N/A,$502.55,$394.00
CARDIOVASCULAR,33612,OTHER,N/A,"$8,104.61","$6,354.00"
CARDIOVASCULAR,33612,TOTAL,N/A,"$8,607.16","$6,748.00"
CARDIOVASCULAR,33615,OTHER,N/A,"$3,013.06","$2,362.23"
CARDIOVASCULAR,33615,TOTAL,N/A,"$3,013.06","$2,362.23"
CARDIOVASCULAR,33617,80S,N/A,$516.36,$404.83
CARDIOVASCULAR,33617,OTHER,N/A,"$7,687.91","$6,027.32"
CARDIOVASCULAR,33617,TOTAL,N/A,"$8,204.27","$6,432.15"
CARDIOVASCULAR,33620,80S,N/A,$285.96,$224.19
CARDIOVASCULAR,33620,OTHER,60,"$87,814.96","$69,023.51"
CARDIOVASCULAR,33620,TOTAL,61,"$88,100.92","$69,247.70"
CARDIOVASCULAR,33621,OTHER,N/A,"$1,065.29",$818.49
CARDIOVASCULAR,33621,TOTAL,N/A,"$1,065.29",$818.49
CARDIOVASCULAR,33622,OTHER,N/A,"$1,500.00","$1,176.00"
CARDIOVASCULAR,33622,TOTAL,N/A,"$1,500.00","$1,176.00"
CARDIOVASCULAR,33641,80S,969,"$125,579.12","$97,770.30"
CARDIOVASCULAR,33641,OTHER,"1,856","$1,682,384.34","$1,305,694.94"
CARDIOVASCULAR,33641,TOTAL,"2,825","$1,807,963.46","$1,403,465.24"
CARDIOVASCULAR,33645,80S,14,"$2,801.82","$2,193.87"
CARDIOVASCULAR,33645,OTHER,23,"$30,032.40","$22,203.25"
CARDIOVASCULAR,33645,TOTAL,37,"$32,834.22","$24,397.12"
CARDIOVASCULAR,33647,80S,N/A,"$1,474.24","$1,155.79"
CARDIOVASCULAR,33647,OTHER,28,"$32,623.08","$25,549.27"
CARDIOVASCULAR,33647,TOTAL,38,"$34,097.32","$26,705.06"
CARDIOVASCULAR,33660,80S,N/A,"$1,163.53",$907.76
CARDIOVASCULAR,33660,OTHER,16,"$22,016.18","$15,381.73"
CARDIOVASCULAR,33660,TOTAL,21,"$23,179.71","$16,289.49"
CARDIOVASCULAR,33665,OTHER,N/A,"$1,926.53","$1,480.19"
CARDIOVASCULAR,33665,TOTAL,N/A,"$1,926.53","$1,480.19"
CARDIOVASCULAR,33670,OTHER,N/A,"$1,871.23","$1,467.04"
CARDIOVASCULAR,33670,TOTAL,N/A,"$1,871.23","$1,467.04"
CARDIOVASCULAR,33675,OTHER,N/A,"$2,247.32","$1,761.91"
CARDIOVASCULAR,33675,TOTAL,N/A,"$2,247.32","$1,761.91"
CARDIOVASCULAR,33677,80S,N/A,$197.14,$154.56
CARDIOVASCULAR,33677,OTHER,N/A,"$1,232.09",$965.96
CARDIOVASCULAR,33677,TOTAL,N/A,"$1,429.23","$1,120.52"
CARDIOVASCULAR,33681,80S,73,"$13,229.33","$10,384.00"
CARDIOVASCULAR,33681,OTHER,137,"$166,497.65","$129,824.04"
CARDIOVASCULAR,33681,TOTAL,210,"$179,726.98","$140,208.04"
CARDIOVASCULAR,33684,80S,N/A,$317.95,$249.27
CARDIOVASCULAR,33684,OTHER,N/A,"$3,272.67","$2,565.76"
CARDIOVASCULAR,33684,TOTAL,N/A,"$3,590.62","$2,815.03"
CARDIOVASCULAR,33688,OTHER,N/A,"$1,028.26",$806.16
CARDIOVASCULAR,33688,TOTAL,N/A,"$1,028.26",$806.16
CARDIOVASCULAR,33690,80S,N/A,$100.53,$78.81
CARDIOVASCULAR,33690,OTHER,N/A,"$2,402.06","$1,878.53"
CARDIOVASCULAR,33690,TOTAL,N/A,"$2,502.59","$1,957.34"
CARDIOVASCULAR,33697,80S,N/A,$626.76,$481.55
CARDIOVASCULAR,33697,OTHER,N/A,"$15,245.84","$11,920.19"
CARDIOVASCULAR,33697,TOTAL,N/A,"$15,872.60","$12,401.74"
CARDIOVASCULAR,33702,80S,N/A,$264.39,$207.28
CARDIOVASCULAR,33702,OTHER,N/A,"$3,117.34","$2,443.99"
CARDIOVASCULAR,33702,TOTAL,N/A,"$3,381.73","$2,651.27"
CARDIOVASCULAR,33710,OTHER,N/A,"$2,565.24","$2,011.16"
CARDIOVASCULAR,33710,TOTAL,N/A,"$2,565.24","$2,011.16"
CARDIOVASCULAR,33720,80S,21,"$2,856.06","$2,161.93"
CARDIOVASCULAR,33720,OTHER,59,"$52,713.81","$40,328.98"
CARDIOVASCULAR,33720,TOTAL,80,"$55,569.87","$42,490.91"
CARDIOVASCULAR,33722,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33722,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33724,80S,N/A,"$1,309.51","$1,026.65"
CARDIOVASCULAR,33724,OTHER,20,"$19,619.94","$15,373.71"
CARDIOVASCULAR,33724,TOTAL,29,"$20,929.45","$16,400.36"
CARDIOVASCULAR,33726,OTHER,N/A,$933.72,$732.04
CARDIOVASCULAR,33726,TOTAL,N/A,$933.72,$732.04
CARDIOVASCULAR,33730,OTHER,N/A,"$6,160.39","$4,829.74"
CARDIOVASCULAR,33730,TOTAL,N/A,"$6,160.39","$4,829.74"
CARDIOVASCULAR,33732,80S,N/A,$209.83,$175.41
CARDIOVASCULAR,33732,OTHER,N/A,"$1,542.85","$1,289.77"
CARDIOVASCULAR,33732,TOTAL,N/A,"$1,752.68","$1,465.18"
CARDIOVASCULAR,33735,OTHER,N/A,"$2,230.30","$1,748.56"
CARDIOVASCULAR,33735,TOTAL,N/A,"$2,230.30","$1,748.56"
CARDIOVASCULAR,33736,80S,N/A,$116.04,$90.97
CARDIOVASCULAR,33736,OTHER,N/A,"$3,387.11","$2,655.50"
CARDIOVASCULAR,33736,TOTAL,N/A,"$3,503.15","$2,746.47"
CARDIOVASCULAR,33764,80S,N/A,$217.99,$170.90
CARDIOVASCULAR,33764,OTHER,N/A,"$1,362.41","$1,068.13"
CARDIOVASCULAR,33764,TOTAL,N/A,"$1,580.40","$1,239.03"
CARDIOVASCULAR,33767,80S,N/A,$215.94,$165.91
CARDIOVASCULAR,33767,OTHER,N/A,"$4,646.66","$3,616.82"
CARDIOVASCULAR,33767,TOTAL,N/A,"$4,862.60","$3,782.73"
CARDIOVASCULAR,33768,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33768,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33779,OTHER,N/A,"$2,411.42","$1,890.56"
CARDIOVASCULAR,33779,TOTAL,N/A,"$2,411.42","$1,890.56"
CARDIOVASCULAR,33780,80S,N/A,$641.13,$502.65
CARDIOVASCULAR,33780,OTHER,N/A,"$3,939.99","$3,088.95"
CARDIOVASCULAR,33780,TOTAL,N/A,"$4,581.12","$3,591.60"
CARDIOVASCULAR,33782,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33782,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33800,80S,N/A,$145.71,$114.24
CARDIOVASCULAR,33800,OTHER,N/A,$267.86,$210.00
CARDIOVASCULAR,33800,TOTAL,N/A,$413.57,$324.24
CARDIOVASCULAR,33802,80S,N/A,$438.25,$343.59
CARDIOVASCULAR,33802,OTHER,N/A,"$4,965.68","$3,893.10"
CARDIOVASCULAR,33802,TOTAL,N/A,"$5,403.93","$4,236.69"
CARDIOVASCULAR,33803,80S,N/A,$157.39,$123.39
CARDIOVASCULAR,33803,OTHER,N/A,"$2,307.96","$1,809.44"
CARDIOVASCULAR,33803,TOTAL,N/A,"$2,465.35","$1,932.83"
CARDIOVASCULAR,33814,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33814,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33820,80S,N/A,$303.51,$237.95
CARDIOVASCULAR,33820,OTHER,15,"$8,524.22","$6,683.00"
CARDIOVASCULAR,33820,TOTAL,19,"$8,827.73","$6,920.95"
CARDIOVASCULAR,33824,OTHER,N/A,"$4,777.09","$3,849.92"
CARDIOVASCULAR,33824,TOTAL,N/A,"$4,777.09","$3,849.92"
CARDIOVASCULAR,33845,80S,N/A,$284.13,$222.76
CARDIOVASCULAR,33845,OTHER,N/A,"$1,248.44",$978.79
CARDIOVASCULAR,33845,TOTAL,N/A,"$1,532.57","$1,201.55"
CARDIOVASCULAR,33853,80S,N/A,$405.30,$317.75
CARDIOVASCULAR,33853,OTHER,N/A,"$5,546.26","$4,348.27"
CARDIOVASCULAR,33853,TOTAL,N/A,"$5,951.56","$4,666.02"
CARDIOVASCULAR,33860,80S,"2,173","$1,038,544.33","$804,858.30"
CARDIOVASCULAR,33860,OTHER,"3,943","$13,011,988.73","$10,102,465.52"
CARDIOVASCULAR,33860,TOTAL,"6,116","$14,050,533.06","$10,907,323.82"
CARDIOVASCULAR,33863,80S,997,"$470,435.87","$365,553.74"
CARDIOVASCULAR,33863,OTHER,"1,819","$5,914,656.68","$4,607,497.64"
CARDIOVASCULAR,33863,TOTAL,"2,816","$6,385,092.55","$4,973,051.38"
CARDIOVASCULAR,33864,80S,144,"$70,657.98","$54,759.73"
CARDIOVASCULAR,33864,OTHER,289,"$962,463.99","$743,577.59"
CARDIOVASCULAR,33864,TOTAL,433,"$1,033,121.97","$798,337.32"
CARDIOVASCULAR,33870,80S,373,"$85,071.86","$66,254.43"
CARDIOVASCULAR,33870,OTHER,"1,003","$1,497,426.31","$1,164,438.59"
CARDIOVASCULAR,33870,TOTAL,"1,376","$1,582,498.17","$1,230,693.02"
CARDIOVASCULAR,33875,80S,47,"$15,550.23","$12,166.74"
CARDIOVASCULAR,33875,OTHER,117,"$256,886.66","$201,268.54"
CARDIOVASCULAR,33875,TOTAL,164,"$272,436.89","$213,435.28"
CARDIOVASCULAR,33877,80S,96,"$56,116.71","$43,548.24"
CARDIOVASCULAR,33877,OTHER,380,"$1,220,063.29","$946,612.15"
CARDIOVASCULAR,33877,TOTAL,476,"$1,276,180.00","$990,160.39"
CARDIOVASCULAR,33880,80S,221,"$59,491.06","$46,155.56"
CARDIOVASCULAR,33880,OTHER,"1,170","$1,746,970.84","$1,363,294.00"
CARDIOVASCULAR,33880,TOTAL,"1,391","$1,806,461.90","$1,409,449.56"
CARDIOVASCULAR,33881,80S,414,"$94,289.06","$73,324.93"
CARDIOVASCULAR,33881,OTHER,"2,088","$2,810,491.18","$2,192,289.07"
CARDIOVASCULAR,33881,TOTAL,"2,502","$2,904,780.24","$2,265,614.00"
CARDIOVASCULAR,33883,80S,80,"$8,255.69","$6,478.23"
CARDIOVASCULAR,33883,OTHER,383,"$238,058.73","$185,879.83"
CARDIOVASCULAR,33883,TOTAL,463,"$246,314.42","$192,358.06"
CARDIOVASCULAR,33884,80S,11,$711.19,$556.55
CARDIOVASCULAR,33884,OTHER,78,"$27,951.36","$21,903.32"
CARDIOVASCULAR,33884,TOTAL,89,"$28,662.55","$22,459.87"
CARDIOVASCULAR,33886,80S,42,"$5,845.82","$4,453.84"
CARDIOVASCULAR,33886,OTHER,229,"$176,097.78","$138,029.35"
CARDIOVASCULAR,33886,TOTAL,271,"$181,943.60","$142,483.19"
CARDIOVASCULAR,33889,80S,33,"$2,329.38","$1,824.69"
CARDIOVASCULAR,33889,OTHER,121,"$54,358.57","$42,595.27"
CARDIOVASCULAR,33889,TOTAL,154,"$56,687.95","$44,419.96"
CARDIOVASCULAR,33891,80S,21,"$2,088.73","$1,582.07"
CARDIOVASCULAR,33891,OTHER,54,"$31,409.76","$24,267.31"
CARDIOVASCULAR,33891,TOTAL,75,"$33,498.49","$25,849.38"
CARDIOVASCULAR,33910,80S,43,"$16,425.19","$12,868.80"
CARDIOVASCULAR,33910,OTHER,98,"$249,086.48","$195,176.32"
CARDIOVASCULAR,33910,TOTAL,141,"$265,511.67","$208,045.12"
CARDIOVASCULAR,33915,80S,N/A,$312.20,$244.77
CARDIOVASCULAR,33915,OTHER,16,"$18,910.51","$14,983.36"
CARDIOVASCULAR,33915,TOTAL,19,"$19,222.71","$15,228.13"
CARDIOVASCULAR,33916,80S,65,"$44,145.98","$34,610.32"
CARDIOVASCULAR,33916,OTHER,129,"$555,283.74","$432,262.67"
CARDIOVASCULAR,33916,TOTAL,194,"$599,429.72","$466,872.99"
CARDIOVASCULAR,33917,80S,11,"$1,501.39","$1,175.44"
CARDIOVASCULAR,33917,OTHER,27,"$25,039.31","$19,612.25"
CARDIOVASCULAR,33917,TOTAL,38,"$26,540.70","$20,787.69"
CARDIOVASCULAR,33920,80S,N/A,$416.83,$324.46
CARDIOVASCULAR,33920,OTHER,N/A,"$3,079.03","$2,399.66"
CARDIOVASCULAR,33920,TOTAL,N/A,"$3,495.86","$2,724.12"
CARDIOVASCULAR,33922,80S,N/A,$327.15,$256.49
CARDIOVASCULAR,33922,OTHER,13,"$12,887.99","$10,104.19"
CARDIOVASCULAR,33922,TOTAL,16,"$13,215.14","$10,360.68"
CARDIOVASCULAR,33924,80S,N/A,$47.40,$36.42
CARDIOVASCULAR,33924,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33924,TOTAL,N/A,$47.40,$36.42
CARDIOVASCULAR,33926,OTHER,N/A,"$2,506.43","$1,945.39"
CARDIOVASCULAR,33926,TOTAL,N/A,"$2,506.43","$1,945.39"
CARDIOVASCULAR,33927,80S,N/A,$379.12,$297.23
CARDIOVASCULAR,33927,OTHER,N/A,"$4,982.89","$3,906.59"
CARDIOVASCULAR,33927,TOTAL,N/A,"$5,362.01","$4,203.82"
CARDIOVASCULAR,33928,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33928,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33928,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33929,80S,N/A,"$1,500.00","$1,176.00"
CARDIOVASCULAR,33929,OTHER,N/A,"$1,500.00","$1,176.00"
CARDIOVASCULAR,33929,TOTAL,N/A,"$3,000.00","$2,352.00"
CARDIOVASCULAR,33930,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33930,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33933,OTHER,N/A,"$1,573.33","$1,224.18"
CARDIOVASCULAR,33933,TOTAL,N/A,"$1,573.33","$1,224.18"
CARDIOVASCULAR,33935,80S,N/A,$840.48,$658.93
CARDIOVASCULAR,33935,OTHER,N/A,"$10,138.87","$7,948.87"
CARDIOVASCULAR,33935,TOTAL,N/A,"$10,979.35","$8,607.80"
CARDIOVASCULAR,33940,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33940,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33944,80S,273,"$7,457.63","$5,825.01"
CARDIOVASCULAR,33944,OTHER,630,"$117,539.40","$91,791.85"
CARDIOVASCULAR,33944,TOTAL,903,"$124,997.03","$97,616.86"
CARDIOVASCULAR,33945,80S,446,"$343,840.15","$267,773.04"
CARDIOVASCULAR,33945,OTHER,827,"$4,085,169.08","$3,184,761.77"
CARDIOVASCULAR,33945,TOTAL,"1,273","$4,429,009.23","$3,452,534.81"
CARDIOVASCULAR,33946,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33946,OTHER,574,"$183,275.66","$142,875.41"
CARDIOVASCULAR,33946,TOTAL,574,"$183,275.66","$142,875.41"
CARDIOVASCULAR,33947,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33947,OTHER,"1,377","$499,448.06","$388,620.22"
CARDIOVASCULAR,33947,TOTAL,"1,377","$499,448.06","$388,620.22"
CARDIOVASCULAR,33948,OTHER,"3,674","$906,257.58","$695,713.79"
CARDIOVASCULAR,33948,TOTAL,"3,674","$906,257.58","$695,713.79"
CARDIOVASCULAR,33949,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33949,OTHER,"4,626","$1,128,777.83","$874,994.11"
CARDIOVASCULAR,33949,TOTAL,"4,626","$1,128,777.83","$874,994.11"
CARDIOVASCULAR,33951,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,33951,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,33952,80S,57,"$3,185.79","$2,494.85"
CARDIOVASCULAR,33952,OTHER,"1,331","$530,294.29","$411,608.12"
CARDIOVASCULAR,33952,TOTAL,"1,388","$533,480.08","$414,102.97"
CARDIOVASCULAR,33954,80S,34,"$2,117.36","$1,657.91"
CARDIOVASCULAR,33954,OTHER,382,"$156,653.62","$121,411.35"
CARDIOVASCULAR,33954,TOTAL,416,"$158,770.98","$123,069.26"
CARDIOVASCULAR,33955,OTHER,N/A,$913.54,$716.21
CARDIOVASCULAR,33955,TOTAL,N/A,$913.54,$716.21
CARDIOVASCULAR,33956,80S,42,"$3,763.47","$2,949.44"
CARDIOVASCULAR,33956,OTHER,369,"$226,636.26","$176,692.52"
CARDIOVASCULAR,33956,TOTAL,411,"$230,399.73","$179,641.96"
CARDIOVASCULAR,33958,80S,N/A,$30.42,$23.85
CARDIOVASCULAR,33958,OTHER,65,"$11,147.79","$8,726.74"
CARDIOVASCULAR,33958,TOTAL,67,"$11,178.21","$8,750.59"
CARDIOVASCULAR,33962,80S,N/A,$74.07,$58.07
CARDIOVASCULAR,33962,OTHER,36,"$7,415.93","$5,674.89"
CARDIOVASCULAR,33962,TOTAL,39,"$7,490.00","$5,732.96"
CARDIOVASCULAR,33964,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33964,OTHER,17,"$7,648.98","$5,996.80"
CARDIOVASCULAR,33964,TOTAL,17,"$7,648.98","$5,996.80"
CARDIOVASCULAR,33966,80S,N/A,$280.77,$220.14
CARDIOVASCULAR,33966,OTHER,409,"$86,673.11","$67,462.90"
CARDIOVASCULAR,33966,TOTAL,418,"$86,953.88","$67,683.04"
CARDIOVASCULAR,33967,80S,245,"$5,544.33","$4,323.74"
CARDIOVASCULAR,33967,OTHER,"14,313","$2,391,733.35","$1,859,346.17"
CARDIOVASCULAR,33967,TOTAL,"14,558","$2,397,277.68","$1,863,669.91"
CARDIOVASCULAR,33968,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33968,OTHER,"3,514","$118,537.52","$91,631.10"
