CPT only copyright 2017 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2017 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17926,,,,,,,,
CARDIOVASCULAR,33465,OTHER,499,"$1,258,756.89","$978,665.34",,,
CARDIOVASCULAR,33465,TOTAL,742,"$1,346,747.01","$1,047,157.86",,,
CARDIOVASCULAR,33468,80S,N/A,$566.31,$443.98,,,
CARDIOVASCULAR,33468,OTHER,N/A,"$13,200.94","$10,349.54",,,
CARDIOVASCULAR,33468,TOTAL,N/A,"$13,767.25","$10,793.52",,,
CARDIOVASCULAR,33474,OTHER,N/A,"$3,679.16","$2,884.47",,,
CARDIOVASCULAR,33474,TOTAL,N/A,"$3,679.16","$2,884.47",,,
CARDIOVASCULAR,33475,80S,50,"$14,224.42","$11,009.08",,,
CARDIOVASCULAR,33475,OTHER,96,"$182,868.25","$138,532.00",,,
CARDIOVASCULAR,33475,TOTAL,146,"$197,092.67","$149,541.08",,,
CARDIOVASCULAR,33476,80S,N/A,$509.35,$399.32,,,
CARDIOVASCULAR,33476,OTHER,N/A,"$4,708.07","$3,691.13",,,
CARDIOVASCULAR,33476,TOTAL,N/A,"$5,217.42","$4,090.45",,,
CARDIOVASCULAR,33477,80S,N/A,$429.53,$199.40,,,
CARDIOVASCULAR,33477,OTHER,64,"$84,160.21","$65,008.39",,,
CARDIOVASCULAR,33477,TOTAL,66,"$84,589.74","$65,207.79",,,
CARDIOVASCULAR,33478,80S,N/A,"$1,046.42",$775.67,,,
CARDIOVASCULAR,33478,OTHER,24,"$19,823.81","$15,186.13",,,
CARDIOVASCULAR,33478,TOTAL,33,"$20,870.23","$15,961.80",,,
CARDIOVASCULAR,33496,80S,N/A,"$1,971.14","$1,545.39",,,
CARDIOVASCULAR,33496,OTHER,32,"$44,495.06","$34,832.39",,,
CARDIOVASCULAR,33496,TOTAL,42,"$46,466.20","$36,377.78",,,
CARDIOVASCULAR,33500,80S,20,"$2,512.09","$1,969.48",,,
CARDIOVASCULAR,33500,OTHER,27,"$25,870.97","$20,235.51",,,
CARDIOVASCULAR,33500,TOTAL,47,"$28,383.06","$22,204.99",,,
CARDIOVASCULAR,33501,80S,N/A,$874.78,$685.81,,,
CARDIOVASCULAR,33501,OTHER,14,"$13,653.20","$10,668.31",,,
CARDIOVASCULAR,33501,TOTAL,19,"$14,527.98","$11,354.12",,,
CARDIOVASCULAR,33502,80S,28,"$2,551.39","$1,996.89",,,
CARDIOVASCULAR,33502,OTHER,63,"$44,262.10","$34,470.46",,,
CARDIOVASCULAR,33502,TOTAL,91,"$46,813.49","$36,467.35",,,
CARDIOVASCULAR,33503,80S,N/A,$246.10,$192.94,,,
CARDIOVASCULAR,33503,OTHER,15,"$16,632.70","$13,019.70",,,
CARDIOVASCULAR,33503,TOTAL,16,"$16,878.80","$13,212.64",,,
CARDIOVASCULAR,33504,80S,N/A,$419.44,$328.82,,,
CARDIOVASCULAR,33504,OTHER,13,"$10,286.20","$8,396.72",,,
CARDIOVASCULAR,33504,TOTAL,17,"$10,705.64","$8,725.54",,,
CARDIOVASCULAR,33505,80S,N/A,"$1,152.67",$903.69,,,
CARDIOVASCULAR,33505,OTHER,N/A,"$8,174.41","$6,376.98",,,
CARDIOVASCULAR,33505,TOTAL,11,"$9,327.08","$7,280.67",,,
CARDIOVASCULAR,33506,80S,N/A,$448.67,$351.76,,,
CARDIOVASCULAR,33506,OTHER,N/A,"$8,723.47","$6,839.18",,,
CARDIOVASCULAR,33506,TOTAL,N/A,"$9,172.14","$7,190.94",,,
CARDIOVASCULAR,33507,80S,38,"$7,021.28","$5,495.47",,,
CARDIOVASCULAR,33507,OTHER,66,"$79,317.19","$60,382.10",,,
CARDIOVASCULAR,33507,TOTAL,104,"$86,338.47","$65,877.57",,,
CARDIOVASCULAR,33508,80S,"26,854","$63,061.47","$49,147.16",,,
CARDIOVASCULAR,33508,OTHER,"54,042","$898,334.49","$698,982.03",,,
CARDIOVASCULAR,33508,TOTAL,"80,896","$961,395.96","$748,129.19",,,
CARDIOVASCULAR,33510,80S,"2,129","$355,892.71","$277,167.91",,,
CARDIOVASCULAR,33510,OTHER,"3,507","$4,110,467.78","$3,209,421.31",,,
CARDIOVASCULAR,33510,TOTAL,"5,636","$4,466,360.49","$3,486,589.22",,,
CARDIOVASCULAR,33511,80S,"1,292","$297,010.94","$229,858.36",,,
CARDIOVASCULAR,33511,OTHER,"2,151","$3,474,581.95","$2,708,899.88",,,
CARDIOVASCULAR,33511,TOTAL,"3,443","$3,771,592.89","$2,938,758.24",,,
CARDIOVASCULAR,33512,80S,710,"$234,505.66","$182,297.76",,,
CARDIOVASCULAR,33512,OTHER,"1,247","$2,859,904.68","$2,234,805.59",,,
CARDIOVASCULAR,33512,TOTAL,"1,957","$3,094,410.34","$2,417,103.35",,,
CARDIOVASCULAR,33513,80S,195,"$68,049.32","$52,899.30",,,
CARDIOVASCULAR,33513,OTHER,346,"$827,807.12","$645,750.96",,,
CARDIOVASCULAR,33513,TOTAL,541,"$895,856.44","$698,650.26",,,
CARDIOVASCULAR,33514,80S,44,"$16,348.37","$12,509.62",,,
CARDIOVASCULAR,33514,OTHER,84,"$214,262.54","$166,113.02",,,
CARDIOVASCULAR,33514,TOTAL,128,"$230,610.91","$178,622.64",,,
CARDIOVASCULAR,33516,80S,N/A,"$1,549.12","$1,214.50",,,
CARDIOVASCULAR,33516,OTHER,16,"$43,414.09","$34,520.59",,,
CARDIOVASCULAR,33516,TOTAL,20,"$44,963.21","$35,735.09",,,
CARDIOVASCULAR,33517,80S,"8,233","$225,888.97","$176,123.71",,,
CARDIOVASCULAR,33517,OTHER,"13,883","$2,689,343.31","$2,094,741.69",,,
CARDIOVASCULAR,33517,TOTAL,"22,116","$2,915,232.28","$2,270,865.40",,,
CARDIOVASCULAR,33518,80S,"17,167","$1,035,733.44","$806,606.58",,,
CARDIOVASCULAR,33518,OTHER,"27,680","$11,756,672.19","$9,142,988.22",,,
CARDIOVASCULAR,33518,TOTAL,"44,847","$12,792,405.63","$9,949,594.80",,,
CARDIOVASCULAR,33519,80S,"10,158","$807,547.70","$627,695.19",,,
CARDIOVASCULAR,33519,OTHER,"16,199","$9,049,684.73","$7,026,059.83",,,
CARDIOVASCULAR,33519,TOTAL,"26,357","$9,857,232.43","$7,653,755.02",,,
CARDIOVASCULAR,33521,80S,"2,362","$225,082.19","$175,293.14",,,
CARDIOVASCULAR,33521,OTHER,"3,727","$2,481,897.61","$1,926,736.23",,,
CARDIOVASCULAR,33521,TOTAL,"6,089","$2,706,979.80","$2,102,029.37",,,
CARDIOVASCULAR,33522,80S,324,"$34,849.91","$27,056.09",,,
CARDIOVASCULAR,33522,OTHER,562,"$417,181.88","$323,632.00",,,
CARDIOVASCULAR,33522,TOTAL,886,"$452,031.79","$350,688.09",,,
CARDIOVASCULAR,33523,80S,40,"$4,769.12","$3,766.59",,,
CARDIOVASCULAR,33523,OTHER,70,"$58,789.05","$46,300.49",,,
CARDIOVASCULAR,33523,TOTAL,110,"$63,558.17","$50,067.08",,,
CARDIOVASCULAR,33530,80S,"3,155","$248,486.31","$193,608.11",,,
CARDIOVASCULAR,33530,OTHER,"5,667","$3,088,821.24","$2,405,740.80",,,
CARDIOVASCULAR,33530,TOTAL,"8,822","$3,337,307.55","$2,599,348.91",,,
CARDIOVASCULAR,33533,80S,"39,182","$9,786,989.15","$7,600,143.16",,,
CARDIOVASCULAR,33533,OTHER,"63,002","$110,838,245.61","$86,187,181.04",,,
CARDIOVASCULAR,33533,TOTAL,"102,184","$120,625,234.76","$93,787,324.20",,,
CARDIOVASCULAR,33534,80S,"2,566","$791,605.90","$615,086.93",,,
CARDIOVASCULAR,33534,OTHER,"4,343","$9,440,034.51","$7,319,689.06",,,
CARDIOVASCULAR,33534,TOTAL,"6,909","$10,231,640.41","$7,934,775.99",,,
CARDIOVASCULAR,33535,80S,526,"$187,363.26","$146,523.49",,,
CARDIOVASCULAR,33535,OTHER,855,"$2,158,622.51","$1,672,432.37",,,
CARDIOVASCULAR,33535,TOTAL,"1,381","$2,345,985.77","$1,818,955.86",,,
CARDIOVASCULAR,33536,80S,109,"$41,729.56","$32,051.81",,,
CARDIOVASCULAR,33536,OTHER,199,"$538,014.83","$414,569.25",,,
CARDIOVASCULAR,33536,TOTAL,308,"$579,744.39","$446,621.06",,,
CARDIOVASCULAR,33542,80S,74,"$26,806.59","$20,947.18",,,
CARDIOVASCULAR,33542,OTHER,134,"$329,392.37","$256,363.04",,,
CARDIOVASCULAR,33542,TOTAL,208,"$356,198.96","$277,310.22",,,
CARDIOVASCULAR,33545,80S,26,"$12,106.91","$9,458.79",,,
CARDIOVASCULAR,33545,OTHER,48,"$149,220.71","$116,871.81",,,
CARDIOVASCULAR,33545,TOTAL,74,"$161,327.62","$126,330.60",,,
CARDIOVASCULAR,33548,80S,47,"$20,731.70","$16,231.10",,,
CARDIOVASCULAR,33548,OTHER,96,"$277,196.67","$216,688.55",,,
CARDIOVASCULAR,33548,TOTAL,143,"$297,928.37","$232,919.65",,,
CARDIOVASCULAR,33572,80S,772,"$25,886.74","$20,139.35",,,
CARDIOVASCULAR,33572,OTHER,"1,562","$365,780.98","$284,104.16",,,
CARDIOVASCULAR,33572,TOTAL,"2,334","$391,667.72","$304,243.51",,,
CARDIOVASCULAR,33600,80S,N/A,"$1,067.52",$836.93,,,
CARDIOVASCULAR,33600,OTHER,N/A,"$5,449.96","$4,272.77",,,
CARDIOVASCULAR,33600,TOTAL,12,"$6,517.48","$5,109.70",,,
CARDIOVASCULAR,33602,80S,N/A,$651.26,$504.64,,,
CARDIOVASCULAR,33602,OTHER,11,"$9,367.18","$7,292.73",,,
CARDIOVASCULAR,33602,TOTAL,15,"$10,018.44","$7,797.37",,,
CARDIOVASCULAR,33608,80S,N/A,"$1,040.92",$806.62,,,
CARDIOVASCULAR,33608,OTHER,13,"$20,640.79","$16,093.87",,,
CARDIOVASCULAR,33608,TOTAL,17,"$21,681.71","$16,900.49",,,
CARDIOVASCULAR,33610,OTHER,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33610,TOTAL,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33611,OTHER,N/A,"$1,375.34","$1,078.28",,,
CARDIOVASCULAR,33611,TOTAL,N/A,"$1,375.34","$1,078.28",,,
CARDIOVASCULAR,33612,OTHER,N/A,"$5,374.48","$4,213.59",,,
CARDIOVASCULAR,33612,TOTAL,N/A,"$5,374.48","$4,213.59",,,
CARDIOVASCULAR,33615,80S,N/A,$193.46,$151.67,,,
CARDIOVASCULAR,33615,OTHER,N/A,"$2,376.50","$1,863.17",,,
CARDIOVASCULAR,33615,TOTAL,N/A,"$2,569.96","$2,014.84",,,
CARDIOVASCULAR,33617,80S,N/A,"$1,516.13",$952.55,,,
CARDIOVASCULAR,33617,OTHER,N/A,"$13,419.98","$10,449.83",,,
CARDIOVASCULAR,33617,TOTAL,12,"$14,936.11","$11,402.38",,,
CARDIOVASCULAR,33619,OTHER,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33619,TOTAL,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33620,OTHER,76,"$117,547.59","$89,268.20",,,
CARDIOVASCULAR,33620,TOTAL,76,"$117,547.59","$89,268.20",,,
CARDIOVASCULAR,33622,OTHER,N/A,"$4,747.86","$3,722.32",,,
CARDIOVASCULAR,33622,TOTAL,N/A,"$4,747.86","$3,722.32",,,
CARDIOVASCULAR,33641,80S,"1,070","$140,379.41","$108,813.59",,,
CARDIOVASCULAR,33641,OTHER,"1,866","$1,675,101.96","$1,301,315.10",,,
CARDIOVASCULAR,33641,TOTAL,"2,936","$1,815,481.37","$1,410,128.69",,,
CARDIOVASCULAR,33645,80S,13,"$1,924.22","$1,298.10",,,
CARDIOVASCULAR,33645,OTHER,26,"$31,440.93","$24,003.55",,,
CARDIOVASCULAR,33645,TOTAL,39,"$33,365.15","$25,301.65",,,
CARDIOVASCULAR,33647,80S,23,"$3,840.52","$3,003.84",,,
CARDIOVASCULAR,33647,OTHER,39,"$46,028.91","$36,070.68",,,
CARDIOVASCULAR,33647,TOTAL,62,"$49,869.43","$39,074.52",,,
CARDIOVASCULAR,33660,80S,N/A,"$1,257.48",$985.84,,,
CARDIOVASCULAR,33660,OTHER,13,"$15,611.34","$12,209.53",,,
CARDIOVASCULAR,33660,TOTAL,20,"$16,868.82","$13,195.37",,,
CARDIOVASCULAR,33665,OTHER,N/A,"$3,361.69","$2,635.57",,,
CARDIOVASCULAR,33665,TOTAL,N/A,"$3,361.69","$2,635.57",,,
CARDIOVASCULAR,33670,80S,N/A,$149.68,$117.35,,,
CARDIOVASCULAR,33670,OTHER,N/A,$916.81,$704.40,,,
CARDIOVASCULAR,33670,TOTAL,N/A,"$1,066.49",$821.75,,,
CARDIOVASCULAR,33675,80S,N/A,$894.79,$701.51,,,
CARDIOVASCULAR,33675,OTHER,N/A,"$9,153.85","$7,176.63",,,
CARDIOVASCULAR,33675,TOTAL,11,"$10,048.64","$7,878.14",,,
CARDIOVASCULAR,33681,80S,97,"$16,967.92","$13,147.17",,,
CARDIOVASCULAR,33681,OTHER,139,"$154,822.32","$120,582.50",,,
CARDIOVASCULAR,33681,TOTAL,236,"$171,790.24","$133,729.67",,,
CARDIOVASCULAR,33684,OTHER,N/A,"$1,982.95","$1,554.63",,,
CARDIOVASCULAR,33684,TOTAL,N/A,"$1,982.95","$1,554.63",,,
CARDIOVASCULAR,33690,80S,N/A,$285.64,$223.94,,,
CARDIOVASCULAR,33690,OTHER,N/A,"$1,870.63","$1,466.57",,,
CARDIOVASCULAR,33690,TOTAL,N/A,"$2,156.27","$1,690.51",,,
CARDIOVASCULAR,33692,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33692,TOTAL,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33694,OTHER,N/A,$879.55,$689.57,,,
CARDIOVASCULAR,33694,TOTAL,N/A,$879.55,$689.57,,,
CARDIOVASCULAR,33697,80S,N/A,$363.94,$285.33,,,
CARDIOVASCULAR,33697,OTHER,N/A,"$10,209.07","$8,003.91",,,
CARDIOVASCULAR,33697,TOTAL,N/A,"$10,573.01","$8,289.24",,,
CARDIOVASCULAR,33702,80S,N/A,$226.43,$177.52,,,
CARDIOVASCULAR,33702,OTHER,N/A,"$3,122.21","$2,447.81",,,
CARDIOVASCULAR,33702,TOTAL,N/A,"$3,348.64","$2,625.33",,,
CARDIOVASCULAR,33710,80S,N/A,$155.91,$122.24,,,
CARDIOVASCULAR,33710,OTHER,N/A,"$6,473.63","$5,075.33",,,
CARDIOVASCULAR,33710,TOTAL,N/A,"$6,629.54","$5,197.57",,,
CARDIOVASCULAR,33720,80S,18,"$2,176.51","$1,737.80",,,
CARDIOVASCULAR,33720,OTHER,57,"$50,891.18","$39,444.14",,,
CARDIOVASCULAR,33720,TOTAL,75,"$53,067.69","$41,181.94",,,
CARDIOVASCULAR,33722,80S,N/A,$133.39,$104.58,,,
CARDIOVASCULAR,33722,OTHER,N/A,"$4,481.30","$3,483.53",,,
CARDIOVASCULAR,33722,TOTAL,N/A,"$4,614.69","$3,588.11",,,
CARDIOVASCULAR,33724,80S,N/A,$359.78,$282.07,,,
CARDIOVASCULAR,33724,OTHER,N/A,"$8,579.58","$6,703.47",,,
CARDIOVASCULAR,33724,TOTAL,N/A,"$8,939.36","$6,985.54",,,
CARDIOVASCULAR,33726,OTHER,N/A,"$7,020.15","$5,503.80",,,
CARDIOVASCULAR,33726,TOTAL,N/A,"$7,020.15","$5,503.80",,,
CARDIOVASCULAR,33730,80S,N/A,$256.13,$200.80,,,
CARDIOVASCULAR,33730,OTHER,N/A,"$2,966.10","$2,325.43",,,
CARDIOVASCULAR,33730,TOTAL,N/A,"$3,222.23","$2,526.23",,,
CARDIOVASCULAR,33732,80S,N/A,$121.49,$95.25,,,
CARDIOVASCULAR,33732,OTHER,N/A,$866.50,$679.34,,,
CARDIOVASCULAR,33732,TOTAL,N/A,$987.99,$774.59,,,
CARDIOVASCULAR,33735,OTHER,N/A,$794.86,$623.17,,,
CARDIOVASCULAR,33735,TOTAL,N/A,$794.86,$623.17,,,
CARDIOVASCULAR,33736,80S,N/A,$215.93,$169.29,,,
CARDIOVASCULAR,33736,OTHER,N/A,"$1,460.58","$1,145.10",,,
CARDIOVASCULAR,33736,TOTAL,N/A,"$1,676.51","$1,314.39",,,
CARDIOVASCULAR,33750,80S,N/A,$184.54,$144.68,,,
CARDIOVASCULAR,33750,TOTAL,N/A,$184.54,$144.68,,,
CARDIOVASCULAR,33776,80S,N/A,$140.61,$110.24,,,
CARDIOVASCULAR,33776,OTHER,N/A,"$2,400.46","$1,881.96",,,
CARDIOVASCULAR,33776,TOTAL,N/A,"$2,541.07","$1,992.20",,,
CARDIOVASCULAR,33777,OTHER,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33777,TOTAL,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33780,80S,N/A,$369.96,$290.05,,,
CARDIOVASCULAR,33780,OTHER,N/A,"$4,565.01","$3,578.96",,,
CARDIOVASCULAR,33780,TOTAL,N/A,"$4,934.97","$3,869.01",,,
CARDIOVASCULAR,33783,80S,N/A,$571.06,$447.71,,,
CARDIOVASCULAR,33783,OTHER,N/A,"$3,569.11","$2,798.18",,,
CARDIOVASCULAR,33783,TOTAL,N/A,"$4,140.17","$3,245.89",,,
CARDIOVASCULAR,33800,80S,N/A,$134.56,$105.48,,,
CARDIOVASCULAR,33800,OTHER,N/A,"$5,553.61","$4,333.45",,,
CARDIOVASCULAR,33800,TOTAL,11,"$5,688.17","$4,438.93",,,
CARDIOVASCULAR,33802,OTHER,N/A,"$1,147.71",$899.81,,,
CARDIOVASCULAR,33802,TOTAL,N/A,"$1,147.71",$899.81,,,
CARDIOVASCULAR,33803,OTHER,N/A,"$1,173.60",$920.10,,,
CARDIOVASCULAR,33803,TOTAL,N/A,"$1,173.60",$920.10,,,
CARDIOVASCULAR,33813,80S,N/A,$87.33,$68.46,,,
CARDIOVASCULAR,33813,OTHER,N/A,$642.10,$503.41,,,
CARDIOVASCULAR,33813,TOTAL,N/A,$729.43,$571.87,,,
CARDIOVASCULAR,33814,OTHER,N/A,"$1,554.92","$1,219.06",,,
CARDIOVASCULAR,33814,TOTAL,N/A,"$1,554.92","$1,219.06",,,
CARDIOVASCULAR,33820,80S,N/A,$292.48,$229.32,,,
CARDIOVASCULAR,33820,OTHER,N/A,"$4,979.19","$3,797.84",,,
CARDIOVASCULAR,33820,TOTAL,12,"$5,271.67","$4,027.16",,,
CARDIOVASCULAR,33822,OTHER,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33822,TOTAL,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33824,OTHER,N/A,"$3,152.52","$2,461.60",,,
CARDIOVASCULAR,33824,TOTAL,N/A,"$3,152.52","$2,461.60",,,
CARDIOVASCULAR,33840,80S,N/A,$94.56,$72.66,,,
CARDIOVASCULAR,33840,OTHER,N/A,$591.02,$454.09,,,
CARDIOVASCULAR,33840,TOTAL,N/A,$685.58,$526.75,,,
CARDIOVASCULAR,33845,80S,N/A,$263.17,$206.31,,,
CARDIOVASCULAR,33845,OTHER,N/A,"$3,952.71","$3,098.91",,,
CARDIOVASCULAR,33845,TOTAL,N/A,"$4,215.88","$3,305.22",,,
CARDIOVASCULAR,33851,80S,N/A,$220.88,$90.62,,,
CARDIOVASCULAR,33851,OTHER,N/A,"$2,078.97","$1,629.92",,,
CARDIOVASCULAR,33851,TOTAL,N/A,"$2,299.85","$1,720.54",,,
CARDIOVASCULAR,33852,80S,N/A,$367.36,$288.01,,,
CARDIOVASCULAR,33852,OTHER,N/A,"$1,466.16","$1,149.47",,,
CARDIOVASCULAR,33852,TOTAL,N/A,"$1,833.52","$1,437.48",,,
CARDIOVASCULAR,33853,80S,N/A,$522.59,$409.71,,,
CARDIOVASCULAR,33853,OTHER,N/A,"$6,683.67","$5,203.98",,,
CARDIOVASCULAR,33853,TOTAL,N/A,"$7,206.26","$5,613.69",,,
CARDIOVASCULAR,33860,80S,"2,202","$1,059,506.17","$824,474.77",,,
CARDIOVASCULAR,33860,OTHER,"3,825","$12,705,632.77","$9,883,808.04",,,
CARDIOVASCULAR,33860,TOTAL,"6,027","$13,765,138.94","$10,708,282.81",,,
CARDIOVASCULAR,33863,80S,996,"$467,022.86","$363,081.97",,,
CARDIOVASCULAR,33863,OTHER,"1,822","$5,919,303.26","$4,588,515.00",,,
CARDIOVASCULAR,33863,TOTAL,"2,818","$6,386,326.12","$4,951,596.97",,,
CARDIOVASCULAR,33864,80S,149,"$71,861.06","$55,987.55",,,
CARDIOVASCULAR,33864,OTHER,281,"$940,884.89","$728,376.78",,,
CARDIOVASCULAR,33864,TOTAL,430,"$1,012,745.95","$784,364.33",,,
CARDIOVASCULAR,33870,80S,394,"$91,083.08","$70,704.32",,,
CARDIOVASCULAR,33870,OTHER,"1,035","$1,537,654.64","$1,196,855.96",,,
CARDIOVASCULAR,33870,TOTAL,"1,429","$1,628,737.72","$1,267,560.28",,,
CARDIOVASCULAR,33875,80S,37,"$13,651.46","$10,570.52",,,
CARDIOVASCULAR,33875,OTHER,130,"$294,039.98","$228,841.91",,,
CARDIOVASCULAR,33875,TOTAL,167,"$307,691.44","$239,412.43",,,
CARDIOVASCULAR,33877,80S,111,"$65,431.99","$51,006.80",,,
CARDIOVASCULAR,33877,OTHER,398,"$1,246,244.61","$967,054.14",,,
CARDIOVASCULAR,33877,TOTAL,509,"$1,311,676.60","$1,018,060.94",,,
CARDIOVASCULAR,33880,80S,229,"$61,872.45","$48,101.17",,,
CARDIOVASCULAR,33880,OTHER,"1,247","$1,880,863.87","$1,468,277.71",,,
CARDIOVASCULAR,33880,TOTAL,"1,476","$1,942,736.32","$1,516,378.88",,,
CARDIOVASCULAR,33881,80S,376,"$87,364.05","$68,343.20",,,
CARDIOVASCULAR,33881,OTHER,"2,141","$2,832,150.88","$2,206,701.62",,,
CARDIOVASCULAR,33881,TOTAL,"2,517","$2,919,514.93","$2,275,044.82",,,
CARDIOVASCULAR,33883,80S,104,"$10,523.64","$8,239.01",,,
CARDIOVASCULAR,33883,OTHER,502,"$299,604.45","$232,573.45",,,
CARDIOVASCULAR,33883,TOTAL,606,"$310,128.09","$240,812.46",,,
CARDIOVASCULAR,33884,80S,17,"$1,130.25",$886.12,,,
CARDIOVASCULAR,33884,OTHER,78,"$28,911.39","$22,628.91",,,
CARDIOVASCULAR,33884,TOTAL,95,"$30,041.64","$23,515.03",,,
CARDIOVASCULAR,33886,80S,36,"$4,905.39","$3,838.42",,,
CARDIOVASCULAR,33886,OTHER,177,"$133,609.50","$104,276.08",,,
CARDIOVASCULAR,33886,TOTAL,213,"$138,514.89","$108,114.50",,,
CARDIOVASCULAR,33889,80S,31,"$2,484.74","$1,945.10",,,
CARDIOVASCULAR,33889,OTHER,119,"$57,564.63","$44,855.38",,,
CARDIOVASCULAR,33889,TOTAL,150,"$60,049.37","$46,800.48",,,
CARDIOVASCULAR,33891,80S,N/A,$824.23,$644.94,,,
CARDIOVASCULAR,33891,OTHER,46,"$25,489.86","$19,955.53",,,
CARDIOVASCULAR,33891,TOTAL,55,"$26,314.09","$20,600.47",,,
CARDIOVASCULAR,33910,80S,52,"$20,294.25","$15,865.40",,,
CARDIOVASCULAR,33910,OTHER,112,"$297,811.47","$232,708.43",,,
CARDIOVASCULAR,33910,TOTAL,164,"$318,105.72","$248,573.83",,,
CARDIOVASCULAR,33915,80S,N/A,$168.26,$131.92,,,
CARDIOVASCULAR,33915,OTHER,N/A,"$10,448.21","$8,169.85",,,
CARDIOVASCULAR,33915,TOTAL,11,"$10,616.47","$8,301.77",,,
CARDIOVASCULAR,33916,80S,68,"$45,702.63","$35,294.58",,,
CARDIOVASCULAR,33916,OTHER,139,"$591,944.18","$457,016.29",,,
CARDIOVASCULAR,33916,TOTAL,207,"$637,646.81","$492,310.87",,,
CARDIOVASCULAR,33917,80S,17,"$2,180.40","$1,530.15",,,
CARDIOVASCULAR,33917,OTHER,30,"$25,601.14","$18,186.80",,,
CARDIOVASCULAR,33917,TOTAL,47,"$27,781.54","$19,716.95",,,
CARDIOVASCULAR,33920,80S,N/A,$487.21,$381.97,,,
CARDIOVASCULAR,33920,OTHER,N/A,"$4,327.11","$3,382.51",,,
CARDIOVASCULAR,33920,TOTAL,N/A,"$4,814.32","$3,764.48",,,
CARDIOVASCULAR,33922,80S,N/A,$497.09,$389.73,,,
CARDIOVASCULAR,33922,OTHER,14,"$11,396.40","$8,923.40",,,
CARDIOVASCULAR,33922,TOTAL,17,"$11,893.49","$9,313.13",,,
CARDIOVASCULAR,33924,80S,N/A,$147.03,$79.35,,,
CARDIOVASCULAR,33924,OTHER,N/A,"$1,551.59",$734.87,,,
CARDIOVASCULAR,33924,TOTAL,N/A,"$1,698.62",$814.22,,,
CARDIOVASCULAR,33925,80S,N/A,$259.88,$203.74,,,
CARDIOVASCULAR,33925,OTHER,N/A,"$1,674.50","$1,312.81",,,
CARDIOVASCULAR,33925,TOTAL,N/A,"$1,934.38","$1,516.55",,,
CARDIOVASCULAR,33926,OTHER,N/A,"$1,571.83","$1,232.31",,,
CARDIOVASCULAR,33926,TOTAL,N/A,"$1,571.83","$1,232.31",,,
CARDIOVASCULAR,33930,OTHER,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33930,TOTAL,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33933,80S,N/A,$67.31,$52.77,,,
CARDIOVASCULAR,33933,OTHER,N/A,"$1,309.81","$1,026.89",,,
CARDIOVASCULAR,33933,TOTAL,N/A,"$1,377.12","$1,079.66",,,
CARDIOVASCULAR,33935,80S,12,"$9,871.35","$7,739.18",,,
CARDIOVASCULAR,33935,OTHER,12,"$60,596.35","$47,507.51",,,
CARDIOVASCULAR,33935,TOTAL,24,"$70,467.70","$55,246.69",,,
CARDIOVASCULAR,33940,OTHER,N/A,$435.00,$341.04,,,
CARDIOVASCULAR,33940,TOTAL,N/A,$435.00,$341.04,,,
CARDIOVASCULAR,33944,80S,244,"$6,589.91","$5,162.68",,,
CARDIOVASCULAR,33944,OTHER,555,"$104,925.47","$81,376.73",,,
CARDIOVASCULAR,33944,TOTAL,799,"$111,515.38","$86,539.41",,,
CARDIOVASCULAR,33945,80S,419,"$325,760.83","$254,569.30",,,
CARDIOVASCULAR,33945,OTHER,760,"$3,746,072.11","$2,906,099.80",,,
CARDIOVASCULAR,33945,TOTAL,"1,179","$4,071,832.94","$3,160,669.10",,,
CARDIOVASCULAR,33946,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33946,OTHER,459,"$147,182.10","$114,253.15",,,
CARDIOVASCULAR,33946,TOTAL,459,"$147,182.10","$114,253.15",,,
CARDIOVASCULAR,33947,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33947,OTHER,"1,096","$393,063.97","$306,277.33",,,
CARDIOVASCULAR,33947,TOTAL,"1,096","$393,063.97","$306,277.33",,,
CARDIOVASCULAR,33948,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33948,OTHER,"2,831","$699,313.30","$544,772.39",,,
CARDIOVASCULAR,33948,TOTAL,"2,831","$699,313.30","$544,772.39",,,
CARDIOVASCULAR,33949,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,33949,OTHER,"3,753","$914,429.65","$711,254.40",,,
CARDIOVASCULAR,33949,TOTAL,"3,753","$914,429.65","$711,254.40",,,
CARDIOVASCULAR,33951,80S,N/A,$0.00,$0.00,,,
